id_asignacion,id_empleado,id_proyecto,rol,fecha_asignacion,estado
375,113,54,Tester,2021-06-10,activo
376,81,54,Developer,2021-06-10,activo
377,112,54,Tester,2021-06-10,activo
378,62,54,Developer,2021-06-10,activo
379,66,54,Developer,2021-06-10,activo
380,31,54,Tester,2021-06-10,activo
381,41,55,Tester,2019-08-14,finalizado
382,92,55,Developer,2019-08-14,finalizado
383,37,55,Tester,2019-08-14,finalizado
384,8,55,Developer,2019-08-14,finalizado
385,24,56,Developer,2023-11-25,finalizado
386,49,56,Developer,2023-11-25,finalizado
387,89,56,Developer,2023-11-25,finalizado
388,50,56,Developer,2023-11-25,finalizado
389,41,57,Developer,2021-05-30,finalizado
390,87,57,Developer,2021-05-30,finalizado
391,23,57,Developer,2021-05-30,finalizado
392,7,57,Developer,2021-05-30,finalizado
393,112,57,Developer,2021-05-30,finalizado
394,89,57,Developer,2021-05-30,finalizado
395,78,57,Developer,2021-05-30,finalizado
396,4,57,Developer,2021-05-30,finalizado
397,26,57,Developer,2021-05-30,finalizado
398,59,57,Developer,2021-05-30,finalizado
399,48,58,Tester,2022-12-22,finalizado
400,115,58,Developer,2022-12-22,finalizado
401,10,58,Tester,2022-12-22,finalizado
402,41,58,Developer,2022-12-22,finalizado
403,35,58,Tester,2022-12-22,finalizado
404,94,58,Developer,2022-12-22,finalizado
405,117,58,Developer,2022-12-22,finalizado
406,36,58,Developer,2022-12-22,finalizado
407,78,58,Developer,2022-12-22,finalizado
408,8,58,Tester,2022-12-22,finalizado
409,30,59,Tester,2015-12-10,finalizado
410,103,59,Developer,2015-12-10,finalizado
411,32,59,Developer,2015-12-10,finalizado
412,92,59,Developer,2015-12-10,finalizado
413,14,59,Developer,2015-12-10,finalizado
414,63,59,Developer,2015-12-10,finalizado
415,54,60,Developer,2024-10-02,finalizado
416,114,60,Tester,2024-10-02,finalizado
417,104,60,Developer,2024-10-02,finalizado
418,48,60,Developer,2024-10-02,finalizado
419,6,60,Developer,2024-10-02,finalizado
420,36,61,Developer,2016-12-10,finalizado
421,7,61,Developer,2016-12-10,finalizado
422,117,61,Developer,2016-12-10,finalizado
423,5,61,Developer,2016-12-10,finalizado
424,32,61,Tester,2016-12-10,finalizado
425,30,61,Tester,2016-12-10,finalizado
426,27,61,Tester,2016-12-10,finalizado
427,53,62,Developer,2021-12-10,finalizado
428,42,62,Developer,2021-12-10,finalizado
429,4,62,Tester,2021-12-10,finalizado
430,66,62,Developer,2021-12-10,finalizado
431,44,62,Developer,2021-12-10,finalizado
432,20,63,Developer,2022-07-15,finalizado
433,11,63,Tester,2022-07-15,finalizado
434,18,63,Developer,2022-07-15,finalizado
435,3,63,Developer,2022-07-15,finalizado
436,21,63,Developer,2022-07-15,finalizado
437,15,63,Tester,2022-07-15,finalizado
438,26,64,Developer,2021-03-09,finalizado
439,92,64,Tester,2021-03-09,finalizado
440,112,64,Developer,2021-03-09,finalizado
441,77,64,Tester,2021-03-09,finalizado
442,1,64,Tester,2021-03-09,finalizado
443,57,64,Developer,2021-03-09,finalizado
444,81,65,Developer,2021-07-25,activo
445,102,65,Tester,2021-07-25,activo
446,3,65,Tester,2021-07-25,activo
447,6,65,Developer,2021-07-25,activo
448,117,65,Developer,2021-07-25,activo
449,36,65,Tester,2021-07-25,activo
450,8,65,Tester,2021-07-25,activo
451,70,65,Developer,2021-07-25,activo
452,88,66,Tester,2022-02-02,finalizado
453,116,66,Developer,2022-02-02,finalizado
454,45,66,Developer,2022-02-02,finalizado
455,89,66,Tester,2022-02-02,finalizado
456,42,66,Developer,2022-02-02,finalizado
457,35,66,Developer,2022-02-02,finalizado
458,101,66,Developer,2022-02-02,finalizado
459,30,67,Developer,2024-02-15,finalizado
460,31,67,Developer,2024-02-15,finalizado
461,78,67,Developer,2024-02-15,finalizado
462,40,67,Developer,2024-02-15,finalizado
463,97,67,Developer,2024-02-15,finalizado
464,66,67,Tester,2024-02-15,finalizado
465,116,67,Developer,2024-02-15,finalizado
466,23,67,Tester,2024-02-15,finalizado
467,30,68,Tester,2017-10-29,finalizado
468,40,68,Developer,2017-10-29,finalizado
469,23,68,Developer,2017-10-29,finalizado
470,115,68,Developer,2017-10-29,finalizado
471,14,68,Tester,2017-10-29,finalizado
472,15,68,Developer,2017-10-29,finalizado
473,27,68,Developer,2017-10-29,finalizado
474,7,68,Developer,2017-10-29,finalizado
475,50,68,Developer,2017-10-29,finalizado
476,32,69,Tester,2019-10-17,finalizado
477,113,69,Developer,2019-10-17,finalizado
478,102,69,Developer,2019-10-17,finalizado
479,62,69,Developer,2019-10-17,finalizado
480,89,69,Developer,2019-10-17,finalizado
481,20,69,Developer,2019-10-17,finalizado
482,79,69,Developer,2019-10-17,finalizado
483,98,69,Developer,2019-10-17,finalizado
484,30,69,Tester,2019-10-17,finalizado
485,36,69,Developer,2019-10-17,finalizado
486,57,70,Developer,2025-08-09,activo
487,28,70,Developer,2025-08-09,activo
488,52,70,Developer,2025-08-09,activo
489,10,70,Developer,2025-08-09,activo
490,18,70,Developer,2025-08-09,activo
491,63,70,Tester,2025-08-09,activo
492,3,70,Developer,2025-08-09,activo
493,25,71,Developer,2022-06-10,finalizado
494,17,71,Tester,2022-06-10,finalizado
495,29,71,Developer,2022-06-10,finalizado
496,42,71,Tester,2022-06-10,finalizado
497,94,72,Developer,2023-04-28,finalizado
498,29,72,Developer,2023-04-28,finalizado
499,43,72,Developer,2023-04-28,finalizado
500,111,72,Developer,2023-04-28,finalizado
501,87,72,Tester,2023-04-28,finalizado
502,17,72,Tester,2023-04-28,finalizado
503,40,73,Developer,2019-02-18,finalizado
504,115,73,Developer,2019-02-18,finalizado
505,25,73,Developer,2019-02-18,finalizado
506,79,73,Developer,2019-02-18,finalizado
507,14,74,Tester,2019-10-15,finalizado
508,77,74,Tester,2019-10-15,finalizado
509,6,74,Developer,2019-10-15,finalizado
510,92,74,Tester,2019-10-15,finalizado
511,26,74,Developer,2019-10-15,finalizado
512,27,75,Developer,2017-01-25,finalizado
513,112,75,Developer,2017-01-25,finalizado
514,103,75,Developer,2017-01-25,finalizado
515,26,75,Developer,2017-01-25,finalizado
516,6,75,Developer,2017-01-25,finalizado
517,95,75,Developer,2017-01-25,finalizado
518,36,75,Tester,2017-01-25,finalizado
519,109,75,Tester,2017-01-25,finalizado
520,81,75,Developer,2017-01-25,finalizado
521,7,75,Developer,2017-01-25,finalizado
522,4,76,Developer,2020-03-01,finalizado
523,101,76,Developer,2020-03-01,finalizado
524,89,76,Developer,2020-03-01,finalizado
525,112,76,Developer,2020-03-01,finalizado
526,63,76,Developer,2020-03-01,finalizado
527,20,76,Developer,2020-03-01,finalizado
528,41,76,Tester,2020-03-01,finalizado
529,112,77,Tester,2018-04-05,finalizado
530,111,77,Developer,2018-04-05,finalizado
531,44,77,Developer,2018-04-05,finalizado
532,49,77,Developer,2018-04-05,finalizado
533,115,78,Tester,2024-08-02,activo
534,104,78,Developer,2024-08-02,activo
535,36,78,Developer,2024-08-02,activo
536,75,78,Developer,2024-08-02,activo
537,70,78,Developer,2024-08-02,activo
538,106,78,Developer,2024-08-02,activo
539,103,79,Tester,2018-06-22,finalizado
540,26,79,Tester,2018-06-22,finalizado
541,45,79,Tester,2018-06-22,finalizado
542,50,79,Developer,2018-06-22,finalizado
543,24,79,Developer,2018-06-22,finalizado
544,61,80,Developer,2024-04-30,finalizado
545,120,80,Developer,2024-04-30,finalizado
546,100,80,Developer,2024-04-30,finalizado
547,74,80,Developer,2024-04-30,finalizado
548,29,80,Tester,2024-04-30,finalizado
549,20,80,Developer,2024-04-30,finalizado
550,95,81,Tester,2022-11-20,finalizado
551,61,81,Developer,2022-11-20,finalizado
552,48,81,Developer,2022-11-20,finalizado
553,21,81,Developer,2022-11-20,finalizado
554,74,81,Developer,2022-11-20,finalizado
555,92,81,Developer,2022-11-20,finalizado
556,62,81,Developer,2022-11-20,finalizado
557,37,81,Developer,2022-11-20,finalizado
558,117,81,Developer,2022-11-20,finalizado
559,115,81,Tester,2022-11-20,finalizado
560,54,82,Tester,2023-03-10,finalizado
561,24,82,Tester,2023-03-10,finalizado
562,8,82,Developer,2023-03-10,finalizado
563,10,82,Developer,2023-03-10,finalizado
564,41,82,Tester,2023-03-10,finalizado
565,7,82,Developer,2023-03-10,finalizado
566,4,82,Tester,2023-03-10,finalizado
567,94,82,Developer,2023-03-10,finalizado
568,44,83,Tester,2017-11-07,finalizado
569,59,83,Tester,2017-11-07,finalizado
570,50,83,Developer,2017-11-07,finalizado
571,103,83,Developer,2017-11-07,finalizado
572,49,83,Developer,2017-11-07,finalizado
573,70,83,Tester,2017-11-07,finalizado
574,113,84,Developer,2018-11-18,finalizado
575,4,84,Tester,2018-11-18,finalizado
576,56,84,Developer,2018-11-18,finalizado
577,89,84,Developer,2018-11-18,finalizado
578,102,84,Tester,2018-11-18,finalizado
579,41,84,Developer,2018-11-18,finalizado
580,47,85,Tester,2017-08-01,finalizado
581,40,85,Developer,2017-08-01,finalizado
582,6,85,Developer,2017-08-01,finalizado
583,107,85,Developer,2017-08-01,finalizado
584,5,85,Developer,2017-08-01,finalizado
585,109,85,Tester,2017-08-01,finalizado
586,41,86,Tester,2025-01-31,activo
587,39,86,Developer,2025-01-31,activo
588,25,86,Developer,2025-01-31,activo
589,70,86,Developer,2025-01-31,activo
590,106,86,Developer,2025-01-31,activo
591,61,86,Developer,2025-01-31,activo
592,12,86,Tester,2025-01-31,activo
593,59,86,Developer,2025-01-31,activo
594,44,86,Developer,2025-01-31,activo
595,112,87,Developer,2016-06-18,finalizado
596,36,87,Developer,2016-06-18,finalizado
597,5,87,Developer,2016-06-18,finalizado
598,63,87,Developer,2016-06-18,finalizado
599,44,87,Developer,2016-06-18,finalizado
600,2,87,Developer,2016-06-18,finalizado
601,26,87,Tester,2016-06-18,finalizado
602,62,87,Developer,2016-06-18,finalizado
603,117,87,Tester,2016-06-18,finalizado
604,14,87,Developer,2016-06-18,finalizado
605,113,88,Developer,2017-03-23,finalizado
606,111,88,Developer,2017-03-23,finalizado
607,27,88,Tester,2017-03-23,finalizado
608,6,88,Tester,2017-03-23,finalizado
609,44,88,Developer,2017-03-23,finalizado
610,112,88,Developer,2017-03-23,finalizado
611,2,88,Developer,2017-03-23,finalizado
612,117,88,Developer,2017-03-23,finalizado
613,56,89,Developer,2021-10-10,finalizado
614,113,89,Developer,2021-10-10,finalizado
615,23,89,Developer,2021-10-10,finalizado
616,115,89,Tester,2021-10-10,finalizado
617,87,89,Developer,2021-10-10,finalizado
618,42,89,Developer,2021-10-10,finalizado
619,110,89,Developer,2021-10-10,finalizado
620,47,89,Developer,2021-10-10,finalizado
621,116,90,Developer,2021-07-31,finalizado
622,84,90,Tester,2021-07-31,finalizado
623,36,90,Developer,2021-07-31,finalizado
624,21,90,Developer,2021-07-31,finalizado
625,77,90,Tester,2021-07-31,finalizado
626,44,90,Developer,2021-07-31,finalizado
627,78,91,Developer,2021-07-20,finalizado
628,103,91,Developer,2021-07-20,finalizado
629,29,91,Developer,2021-07-20,finalizado
630,120,91,Tester,2021-07-20,finalizado
631,117,91,Developer,2021-07-20,finalizado
632,84,91,Tester,2021-07-20,finalizado
633,88,91,Developer,2021-07-20,finalizado
634,114,92,Developer,2024-12-25,activo
635,42,92,Developer,2024-12-25,activo
636,41,92,Developer,2024-12-25,activo
637,39,92,Developer,2024-12-25,activo
638,111,92,Developer,2024-12-25,activo
639,15,92,Developer,2024-12-25,activo
640,46,92,Tester,2024-12-25,activo
641,107,93,Developer,2023-11-13,finalizado
642,74,93,Developer,2023-11-13,finalizado
