id_tarea,id_asignacion,nombre,fecha_asignacion,fecha_limite,estado,tiempo_estimado,tiempo_real,prioridad
160,27,Tarea genérica 160,2021-01-29,2021-02-03,completada,5.0,5.5,media
161,27,Tarea genérica 161,2021-03-03,2021-03-08,completada,5.0,5.5,media
162,28,Tarea genérica 162,2020-12-10,2020-12-15,completada,5.0,5.5,media
163,28,Tarea genérica 163,2021-07-06,2021-07-11,completada,5.0,5.5,media
164,28,Tarea genérica 164,2021-06-10,2021-06-15,completada,5.0,5.5,media
165,28,Tarea genérica 165,2021-03-29,2021-04-03,completada,5.0,5.5,media
166,28,Tarea genérica 166,2021-09-01,2021-09-06,completada,5.0,5.5,media
167,28,Tarea genérica 167,2021-02-28,2021-03-05,completada,5.0,5.5,media
168,28,Tarea genérica 168,2021-04-10,2021-04-15,completada,5.0,5.5,media
169,29,Tarea genérica 169,2024-09-08,2024-09-13,pendiente,5.0,5.5,media
170,29,Tarea genérica 170,2024-09-01,2024-09-06,pendiente,5.0,5.5,media
171,29,Tarea genérica 171,2024-11-18,2024-11-23,pendiente,5.0,5.5,media
172,29,Tarea genérica 172,2024-10-20,2024-10-25,pendiente,5.0,5.5,media
173,29,Tarea genérica 173,2024-07-14,2024-07-19,pendiente,5.0,5.5,media
174,29,Tarea genérica 174,2024-11-06,2024-11-11,pendiente,5.0,5.5,media
175,30,Tarea genérica 175,2024-10-20,2024-10-25,pendiente,5.0,5.5,media
176,30,Tarea genérica 176,2024-08-17,2024-08-22,pendiente,5.0,5.5,media
177,30,Tarea genérica 177,2024-11-01,2024-11-06,pendiente,5.0,5.5,media
178,31,Tarea genérica 178,2024-10-15,2024-10-20,pendiente,5.0,5.5,media
179,31,Tarea genérica 179,2024-08-28,2024-09-02,pendiente,5.0,5.5,media
180,31,Tarea genérica 180,2024-11-13,2024-11-18,pendiente,5.0,5.5,media
181,31,Tarea genérica 181,2024-11-24,2024-11-29,pendiente,5.0,5.5,media
182,31,Tarea genérica 182,2024-08-07,2024-08-12,pendiente,5.0,5.5,media
183,32,Tarea genérica 183,2024-08-10,2024-08-15,pendiente,5.0,5.5,media
184,32,Tarea genérica 184,2024-08-05,2024-08-10,pendiente,5.0,5.5,media
185,32,Tarea genérica 185,2024-11-20,2024-11-25,pendiente,5.0,5.5,media
186,32,Tarea genérica 186,2024-11-14,2024-11-19,pendiente,5.0,5.5,media
187,32,Tarea genérica 187,2024-08-06,2024-08-11,pendiente,5.0,5.5,media
188,32,Tarea genérica 188,2024-11-12,2024-11-17,pendiente,5.0,5.5,media
189,32,Tarea genérica 189,2024-07-21,2024-07-26,pendiente,5.0,5.5,media
190,33,Tarea genérica 190,2024-11-13,2024-11-18,pendiente,5.0,5.5,media
191,33,Tarea genérica 191,2024-09-03,2024-09-08,pendiente,5.0,5.5,media
192,33,Tarea genérica 192,2024-11-01,2024-11-06,pendiente,5.0,5.5,media
193,34,Tarea genérica 193,2024-09-10,2024-09-15,pendiente,5.0,5.5,media
194,34,Tarea genérica 194,2024-10-11,2024-10-16,pendiente,5.0,5.5,media
195,34,Tarea genérica 195,2024-08-17,2024-08-22,pendiente,5.0,5.5,media
196,34,Tarea genérica 196,2024-08-10,2024-08-15,pendiente,5.0,5.5,media
197,34,Tarea genérica 197,2024-08-09,2024-08-14,pendiente,5.0,5.5,media
198,34,Tarea genérica 198,2024-11-24,2024-11-29,pendiente,5.0,5.5,media
199,34,Tarea genérica 199,2024-10-29,2024-11-03,pendiente,5.0,5.5,media
200,34,Tarea genérica 200,2024-10-12,2024-10-17,pendiente,5.0,5.5,media
201,35,Tarea genérica 201,2019-11-27,2019-12-02,completada,5.0,5.5,media
202,35,Tarea genérica 202,2019-11-02,2019-11-07,completada,5.0,5.5,media
203,35,Tarea genérica 203,2019-11-14,2019-11-19,completada,5.0,5.5,media
204,35,Tarea genérica 204,2020-01-07,2020-01-12,completada,5.0,5.5,media
205,35,Tarea genérica 205,2019-12-03,2019-12-08,completada,5.0,5.5,media
206,35,Tarea genérica 206,2020-03-27,2020-04-01,completada,5.0,5.5,media
207,35,Tarea genérica 207,2020-02-28,2020-03-04,completada,5.0,5.5,media
208,35,Tarea genérica 208,2019-12-28,2020-01-02,completada,5.0,5.5,media
209,36,Tarea genérica 209,2020-01-16,2020-01-21,completada,5.0,5.5,media
210,36,Tarea genérica 210,2019-11-14,2019-11-19,completada,5.0,5.5,media
211,36,Tarea genérica 211,2020-03-02,2020-03-07,completada,5.0,5.5,media
212,36,Tarea genérica 212,2019-12-30,2020-01-04,completada,5.0,5.5,media
213,36,Tarea genérica 213,2019-11-06,2019-11-11,completada,5.0,5.5,media
214,37,Tarea genérica 214,2019-12-20,2019-12-25,completada,5.0,5.5,media
215,37,Tarea genérica 215,2020-02-17,2020-02-22,completada,5.0,5.5,media
216,37,Tarea genérica 216,2019-11-14,2019-11-19,completada,5.0,5.5,media
217,37,Tarea genérica 217,2019-12-10,2019-12-15,completada,5.0,5.5,media
218,37,Tarea genérica 218,2020-01-28,2020-02-02,completada,5.0,5.5,media
219,37,Tarea genérica 219,2020-03-16,2020-03-21,completada,5.0,5.5,media
220,38,Tarea genérica 220,2020-03-21,2020-03-26,completada,5.0,5.5,media
221,38,Tarea genérica 221,2020-01-22,2020-01-27,completada,5.0,5.5,media
222,38,Tarea genérica 222,2020-01-07,2020-01-12,completada,5.0,5.5,media
223,38,Tarea genérica 223,2019-11-30,2019-12-05,completada,5.0,5.5,media
224,38,Tarea genérica 224,2020-03-21,2020-03-26,completada,5.0,5.5,media
225,38,Tarea genérica 225,2019-12-20,2019-12-25,completada,5.0,5.5,media
226,38,Tarea genérica 226,2019-12-18,2019-12-23,completada,5.0,5.5,media
227,38,Tarea genérica 227,2020-03-23,2020-03-28,completada,5.0,5.5,media
228,39,Tarea genérica 228,2019-12-21,2019-12-26,completada,5.0,5.5,media
229,39,Tarea genérica 229,2020-01-14,2020-01-19,completada,5.0,5.5,media
230,39,Tarea genérica 230,2020-03-29,2020-04-03,completada,5.0,5.5,media
231,39,Tarea genérica 231,2020-03-31,2020-04-05,completada,5.0,5.5,media
232,39,Tarea genérica 232,2020-01-12,2020-01-17,completada,5.0,5.5,media
233,39,Tarea genérica 233,2020-01-21,2020-01-26,completada,5.0,5.5,media
234,39,Tarea genérica 234,2020-01-16,2020-01-21,completada,5.0,5.5,media
235,40,Tarea genérica 235,2020-02-07,2020-02-12,completada,5.0,5.5,media
236,40,Tarea genérica 236,2019-11-03,2019-11-08,completada,5.0,5.5,media
237,40,Tarea genérica 237,2020-03-19,2020-03-24,completada,5.0,5.5,media
238,40,Tarea genérica 238,2020-03-19,2020-03-24,completada,5.0,5.5,media
239,40,Tarea genérica 239,2019-12-20,2019-12-25,completada,5.0,5.5,media
240,40,Tarea genérica 240,2020-03-04,2020-03-09,completada,5.0,5.5,media
241,40,Tarea genérica 241,2020-03-02,2020-03-07,completada,5.0,5.5,media
242,40,Tarea genérica 242,2020-02-20,2020-02-25,completada,5.0,5.5,media
243,41,Tarea genérica 243,2019-12-13,2019-12-18,completada,5.0,5.5,media
244,41,Tarea genérica 244,2020-01-12,2020-01-17,completada,5.0,5.5,media
245,41,Tarea genérica 245,2020-02-18,2020-02-23,completada,5.0,5.5,media
246,41,Tarea genérica 246,2020-01-28,2020-02-02,completada,5.0,5.5,media
247,41,Tarea genérica 247,2020-02-13,2020-02-18,completada,5.0,5.5,media
248,41,Tarea genérica 248,2020-03-10,2020-03-15,completada,5.0,5.5,media
249,41,Tarea genérica 249,2020-01-19,2020-01-24,completada,5.0,5.5,media
250,42,Tarea genérica 250,2024-12-21,2024-12-26,completada,5.0,5.5,media
251,42,Tarea genérica 251,2025-01-12,2025-01-17,completada,5.0,5.5,media
252,42,Tarea genérica 252,2024-12-15,2024-12-20,completada,5.0,5.5,media
253,42,Tarea genérica 253,2024-09-26,2024-10-01,completada,5.0,5.5,media
254,42,Tarea genérica 254,2025-01-03,2025-01-08,completada,5.0,5.5,media
255,43,Tarea genérica 255,2025-01-27,2025-02-01,completada,5.0,5.5,media
256,43,Tarea genérica 256,2025-05-06,2025-05-11,completada,5.0,5.5,media
257,43,Tarea genérica 257,2025-01-07,2025-01-12,completada,5.0,5.5,media
258,43,Tarea genérica 258,2024-12-28,2025-01-02,completada,5.0,5.5,media
259,44,Tarea genérica 259,2024-10-23,2024-10-28,completada,5.0,5.5,media
260,44,Tarea genérica 260,2025-02-19,2025-02-24,completada,5.0,5.5,media
261,44,Tarea genérica 261,2025-02-09,2025-02-14,completada,5.0,5.5,media
262,44,Tarea genérica 262,2024-11-25,2024-11-30,completada,5.0,5.5,media
263,44,Tarea genérica 263,2024-11-16,2024-11-21,completada,5.0,5.5,media
264,44,Tarea genérica 264,2025-01-24,2025-01-29,completada,5.0,5.5,media
265,45,Tarea genérica 265,2024-09-27,2024-10-02,completada,5.0,5.5,media
266,45,Tarea genérica 266,2025-01-23,2025-01-28,completada,5.0,5.5,media
267,45,Tarea genérica 267,2025-01-26,2025-01-31,completada,5.0,5.5,media
268,45,Tarea genérica 268,2024-08-10,2024-08-15,completada,5.0,5.5,media
269,45,Tarea genérica 269,2024-09-11,2024-09-16,completada,5.0,5.5,media
270,45,Tarea genérica 270,2025-04-05,2025-04-10,completada,5.0,5.5,media
271,45,Tarea genérica 271,2024-08-22,2024-08-27,completada,5.0,5.5,media
272,46,Tarea genérica 272,2024-08-25,2024-08-30,completada,5.0,5.5,media
273,46,Tarea genérica 273,2024-10-13,2024-10-18,completada,5.0,5.5,media
274,46,Tarea genérica 274,2025-03-20,2025-03-25,completada,5.0,5.5,media
275,46,Tarea genérica 275,2025-03-15,2025-03-20,completada,5.0,5.5,media
276,47,Tarea genérica 276,2024-09-10,2024-09-15,completada,5.0,5.5,media
277,47,Tarea genérica 277,2025-01-28,2025-02-02,completada,5.0,5.5,media
278,47,Tarea genérica 278,2024-11-15,2024-11-20,completada,5.0,5.5,media
279,47,Tarea genérica 279,2024-12-14,2024-12-19,completada,5.0,5.5,media
280,47,Tarea genérica 280,2024-12-26,2024-12-31,completada,5.0,5.5,media
281,47,Tarea genérica 281,2024-08-15,2024-08-20,completada,5.0,5.5,media
282,47,Tarea genérica 282,2025-03-14,2025-03-19,completada,5.0,5.5,media
283,47,Tarea genérica 283,2024-12-20,2024-12-25,completada,5.0,5.5,media
284,48,Tarea genérica 284,2025-11-23,2025-11-28,completada,5.0,5.5,media
285,48,Tarea genérica 285,2025-11-25,2025-11-30,completada,5.0,5.5,media
286,48,Tarea genérica 286,2025-11-09,2025-11-14,completada,5.0,5.5,media
287,48,Tarea genérica 287,2025-11-10,2025-11-15,completada,5.0,5.5,media
288,48,Tarea genérica 288,2025-11-09,2025-11-14,completada,5.0,5.5,media
289,48,Tarea genérica 289,2025-11-09,2025-11-14,completada,5.0,5.5,media
290,48,Tarea genérica 290,2025-11-22,2025-11-27,completada,5.0,5.5,media
291,49,Tarea genérica 291,2025-11-26,2025-12-01,completada,5.0,5.5,media
292,49,Tarea genérica 292,2025-11-27,2025-12-02,completada,5.0,5.5,media
293,49,Tarea genérica 293,2025-11-16,2025-11-21,completada,5.0,5.5,media
294,49,Tarea genérica 294,2025-11-25,2025-11-30,completada,5.0,5.5,media
295,49,Tarea genérica 295,2025-11-19,2025-11-24,completada,5.0,5.5,media
296,49,Tarea genérica 296,2025-11-23,2025-11-28,completada,5.0,5.5,media
297,49,Tarea genérica 297,2025-11-20,2025-11-25,completada,5.0,5.5,media
298,49,Tarea genérica 298,2025-11-21,2025-11-26,completada,5.0,5.5,media
299,50,Tarea genérica 299,2025-11-22,2025-11-27,completada,5.0,5.5,media
300,50,Tarea genérica 300,2025-11-13,2025-11-18,completada,5.0,5.5,media
301,50,Tarea genérica 301,2025-11-18,2025-11-23,completada,5.0,5.5,media
302,50,Tarea genérica 302,2025-11-15,2025-11-20,completada,5.0,5.5,media
303,50,Tarea genérica 303,2025-11-20,2025-11-25,completada,5.0,5.5,media
304,50,Tarea genérica 304,2025-11-19,2025-11-24,completada,5.0,5.5,media
305,50,Tarea genérica 305,2025-11-18,2025-11-23,completada,5.0,5.5,media
306,51,Tarea genérica 306,2025-11-11,2025-11-16,completada,5.0,5.5,media
307,51,Tarea genérica 307,2025-11-22,2025-11-27,completada,5.0,5.5,media
308,51,Tarea genérica 308,2025-11-26,2025-12-01,completada,5.0,5.5,media
309,51,Tarea genérica 309,2025-11-27,2025-12-02,completada,5.0,5.5,media
310,51,Tarea genérica 310,2025-11-17,2025-11-22,completada,5.0,5.5,media
311,52,Tarea genérica 311,2025-11-11,2025-11-16,completada,5.0,5.5,media
312,52,Tarea genérica 312,2025-11-25,2025-11-30,completada,5.0,5.5,media
313,52,Tarea genérica 313,2025-11-13,2025-11-18,completada,5.0,5.5,media
314,52,Tarea genérica 314,2025-11-10,2025-11-15,completada,5.0,5.5,media
315,52,Tarea genérica 315,2025-11-15,2025-11-20,completada,5.0,5.5,media
316,52,Tarea genérica 316,2025-11-11,2025-11-16,completada,5.0,5.5,media
317,52,Tarea genérica 317,2025-11-23,2025-11-28,completada,5.0,5.5,media
318,52,Tarea genérica 318,2025-11-15,2025-11-20,completada,5.0,5.5,media
319,53,Tarea genérica 319,2025-11-14,2025-11-19,completada,5.0,5.5,media
320,53,Tarea genérica 320,2025-11-25,2025-11-30,completada,5.0,5.5,media
321,53,Tarea genérica 321,2025-11-19,2025-11-24,completada,5.0,5.5,media
322,53,Tarea genérica 322,2025-11-26,2025-12-01,completada,5.0,5.5,media
323,53,Tarea genérica 323,2025-11-13,2025-11-18,completada,5.0,5.5,media
324,54,Tarea genérica 324,2022-01-24,2022-01-29,completada,5.0,5.5,media
325,54,Tarea genérica 325,2022-04-09,2022-04-14,completada,5.0,5.5,media
326,54,Tarea genérica 326,2021-09-30,2021-10-05,completada,5.0,5.5,media
327,54,Tarea genérica 327,2021-09-15,2021-09-20,completada,5.0,5.5,media
328,54,Tarea genérica 328,2021-04-16,2021-04-21,completada,5.0,5.5,media
329,54,Tarea genérica 329,2022-04-02,2022-04-07,completada,5.0,5.5,media
330,54,Tarea genérica 330,2022-03-03,2022-03-08,completada,5.0,5.5,media
331,55,Tarea genérica 331,2021-04-28,2021-05-03,completada,5.0,5.5,media
332,55,Tarea genérica 332,2021-07-02,2021-07-07,completada,5.0,5.5,media
333,55,Tarea genérica 333,2021-03-25,2021-03-30,completada,5.0,5.5,media
334,55,Tarea genérica 334,2021-05-01,2021-05-06,completada,5.0,5.5,media
335,55,Tarea genérica 335,2022-02-28,2022-03-05,completada,5.0,5.5,media
336,55,Tarea genérica 336,2022-05-01,2022-05-06,completada,5.0,5.5,media
337,55,Tarea genérica 337,2022-03-06,2022-03-11,completada,5.0,5.5,media
